itemid,serialnumber,itemname,macaddress,modelid,modelname,hasbatteries,subjectspecific,vendorid,vendorname,typeid,typename,subtypeid,subtypename,batterymonths,lastbatterychange,active,activename,homeid,subjectid,start,automatic_token,automatic_refresh,automatic_username,automatic_password,projectid,projectname,ownershiptypeid,ownershiptypename,statusid,statusname
"18954","00:24:E4:66:75:A6","NS037","00:24:E4:66:75:A6","176","Body Cardio","0","0","79","Nokia","40","Scale","58","Cardio","12","","1","Active","","","","","","","","22","Rush","1","Received","1","Received"
"18955","00:24:E4:66:78:28","NS038","00:24:E4:66:78:28","176","Body Cardio","0","0","79","Nokia","40","Scale","58","Cardio","12","","1","Active","","","","","","","","22","Rush","1","Received","1","Received"
"18956","00:24:E4:66:79:12","NS039","00:24:E4:66:79:12","176","Body Cardio","0","0","79","Nokia","40","Scale","58","Cardio","12","","1","Active","","","","","","","","22","Rush","1","Received","1","Received"
"18957","00:24:E4:66:7A:EA","NS040","00:24:E4:66:7A:EA","176","Body Cardio","0","0","79","Nokia","40","Scale","58","Cardio","12","","1","Active","","","","","","","","22","Rush","1","Received","1","Received"
"18968","00:24:E4:6D:A3:78","NW-001","00:24:E4:6D:A3:78","177","Steel","1","1","79","Nokia","42","Watch","41","Activity","12","","1","Active","","","","","","","","22","Rush","1","Received","1","Received"
"18969","00:24:E4:6D:A3:99","NW-002","00:24:E4:6D:A3:99","177","Steel","1","1","79","Nokia","42","Watch","41","Activity","12","","1","Active","","","","","","","","22","Rush","1","Received","1","Received"
"18970","00:24:E4:6D:A3:9E","NW-003","00:24:E4:6D:A3:9E","177","Steel","1","1","79","Nokia","42","Watch","41","Activity","12","","1","Active","","","","","","","","22","Rush","1","Received","1","Received"
"18971","00:24:E4:6D:A4:5C","NW-004","00:24:E4:6D:A4:5C","177","Steel","1","1","79","Nokia","42","Watch","41","Activity","12","","1","Active","","","","","","","","22","Rush","1","Received","1","Received"
"18972","00:24:E4:6D:A7:29","NW-005","00:24:E4:6D:A7:29","177","Steel","1","1","79","Nokia","42","Watch","41","Activity","12","","1","Active","","","","","","","","22","Rush","1","Received","1","Received"
"18973","00:24:E4:6D:A7:40","NW-006","00:24:E4:6D:A7:40","177","Steel","1","1","79","Nokia","42","Watch","41","Activity","12","","1","Active","","","","","","","","22","Rush","1","Received","1","Received"
"18974","00:24:E4:6D:A7:5F","NW-007","00:24:E4:6D:A7:5F","177","Steel","1","1","79","Nokia","42","Watch","41","Activity","12","","1","Active","","","","","","","","22","Rush","1","Received","1","Received"
"18975","00:24:E4:6D:A7:75","NW-008","00:24:E4:6D:A7:75","177","Steel","1","1","79","Nokia","42","Watch","41","Activity","12","","1","Active","","","","","","","","22","Rush","1","Received","1","Received"
"18976","00:24:E4:6D:A8:8E","NW-009","00:24:E4:6D:A8:8E","177","Steel","1","1","79","Nokia","42","Watch","41","Activity","12","","1","Active","","","","","","","","22","Rush","1","Received","1","Received"
"18977","00:24:E4:6D:A8:9C","NW-010","00:24:E4:6D:A8:9C","177","Steel","1","1","79","Nokia","42","Watch","41","Activity","12","","1","Active","","","","","","","","22","Rush","1","Received","1","Received"
"18978","00:24:E4:6D:93:90","NW-011","00:24:E4:6D:93:90","177","Steel","1","1","79","Nokia","42","Watch","41","Activity","12","","1","Active","","","","","","","","22","Rush","1","Received","1","Received"
"18979","00:24:E4:6D:93:94","NW-012","00:24:E4:6D:93:94","177","Steel","1","1","79","Nokia","42","Watch","41","Activity","12","","1","Active","","","","","","","","22","Rush","1","Received","1","Received"
"18980","00:24:E4:6D:94:52","NW-013","00:24:E4:6D:94:52","177","Steel","1","1","79","Nokia","42","Watch","41","Activity","12","","1","Active","","","","","","","","22","Rush","1","Received","1","Received"
"18981","00:24:E4:6D:94:F6","NW-014","00:24:E4:6D:94:F6","177","Steel","1","1","79","Nokia","42","Watch","41","Activity","12","","1","Active","","","","","","","","22","Rush","1","Received","1","Received"
"18982","00:24:E4:6D:95:17","NW-015","00:24:E4:6D:95:17","177","Steel","1","1","79","Nokia","42","Watch","41","Activity","12","","1","Active","","1694","","","","","","22","Rush","1","Received","2","Assigned"
"18983","00:24:E4:6D:95:A7","NW-016","00:24:E4:6D:95:A7","177","Steel","1","1","79","Nokia","42","Watch","41","Activity","12","","1","Active","","","","","","","","22","Rush","1","Received","1","Received"
"18984","00:24:E4:6D:96:8A","NW-017","00:24:E4:6D:96:8A","177","Steel","1","1","79","Nokia","42","Watch","41","Activity","12","","1","Active","","","","","","","","22","Rush","1","Received","1","Received"
"18985","00:24:E4:6D:9A:4A","NW-018","00:24:E4:6D:9A:4A","177","Steel","1","1","79","Nokia","42","Watch","41","Activity","12","","1","Active","","","","","","","","22","Rush","1","Received","1","Received"
"18986","00:24:E4:6D:9A:E9","NW-019","00:24:E4:6D:9A:E9","177","Steel","1","1","79","Nokia","42","Watch","41","Activity","12","","1","Active","","","","","","","","22","Rush","1","Received","1","Received"
"18987","00:24:E4:6D:9A:EB","NW-020","00:24:E4:6D:9A:EB","177","Steel","1","1","79","Nokia","42","Watch","41","Activity","12","","1","Active","","","","","","","","22","Rush","1","Received","1","Received"
"19173","7220","iSort-7220","BC:14:EF:72:73:AC","175","Single Row","1","1","78","TimerCap","15","MedTracker","61","iSort","12","","1","Active","","","","","","","","22","Rush","1","Received","1","Received"
"19176","9748","iSort-9748","BC:14:EF:72:74:48","175","Single Row","1","1","78","TimerCap","15","MedTracker","61","iSort","12","","1","Active","","","","","","","","22","Rush","1","Received","1","Received"
"19208","3368","iSort-3368","BC:14:EF:72:6F:5C","175","Single Row","1","1","78","TimerCap","15","MedTracker","61","iSort","12","","1","Active","","","","","","","","22","Rush","1","Received","1","Received"
"19210","4301","iSort-4301","BC:14:EF:72:72:A5","175","Single Row","1","1","78","TimerCap","15","MedTracker","61","iSort","12","","1","Active","","","","","","","","22","Rush","1","Received","1","Received"
"19214","4093","iSort-4093","BC:14:EF:72:72:95","175","Single Row","1","1","78","TimerCap","15","MedTracker","61","iSort","12","","1","Active","","","","","","","","22","Rush","1","Received","1","Received"
"19219","9436","iSort-9436","BC:14:EF:72:74:30","175","Single Row","1","1","78","TimerCap","15","MedTracker","61","iSort","12","","1","Active","","","","","","","","22","Rush","1","Received","1","Received"
"19234","2403","iSort-2403","BC:14:EF:72:72:13","175","Single Row","1","1","78","TimerCap","15","MedTracker","61","iSort","12","","1","Active","","","","","","","","22","Rush","1","Received","1","Received"
"19241","7294","iSort-7294","BC:14:EF:72:70:8A","175","Single Row","1","1","78","TimerCap","15","MedTracker","61","iSort","12","","1","Active","","","","","","","","22","Rush","1","Received","1","Received"
"19244","4818","iSort-4818","BC:14:EF:72:75:CE","175","Single Row","1","1","78","TimerCap","15","MedTracker","61","iSort","12","","1","Active","","1694","","","","","","22","Rush","1","Received","2","Assigned"
"19251","9072","iSort-9072","BC:14:EF:72:74:14","175","Single Row","1","1","78","TimerCap","15","MedTracker","61","iSort","12","","1","Active","","","","","","","","22","Rush","1","Received","1","Received"
